str_yes|Oui.
; str_journey_to_sargoth|You get to Cantwaraburh, in Centware country, where Eadbald Aethelberthing rules. Their ancestors were Brytenwaldas, but he has lost the title that now holds a master of the North: Oswald of Bernaccia. Eadbald has good partnerships with the most powerful lords of Britain and even with the Franks. His country does not suffer from the war with regularity, the land is peaceful and prosperous. It is a good place to buy a piece of land, marry and see your children grow... for now.
; str_journey_to_tulga|You came by ship, skirting the cliffs where the Gwynedd highlands meet the sea. Soon you distinguish Din Gonwy, capital of the kingdom. Walking you see that the streets are dark and silent. The great king-warrior Cadwallon died two years ago, and Gwynedd is still mourning his death. He left a son, Cadwaladr, but he is still a child of three years old. The hard men of Gwynedd, considered among the strongest in Britain, have been summoned to war this year. They cry and wait, keeping sharp swords.^^There is a new master, Cadfael Cadomedd, which has displaced the son of Cadwallon and his mother's power. He says that they have returned to the glory days...
; str_journey_to_shariz|You are in Dun Iasgach, a powerful town in the Kingdom of Mumain in the south of Ireland. It is a rich land, with great forests and rivers teeming with fish. It could be a perfect place to live, but Ireland is a land of war, where clans fight for any reason, stealing cattle and women and killing the young warriors in fratricidal struggles.^^Mumain is ruled by Failbhe Flann mac Aedh. He is ambitious and wants more land and a weakened Kingdom of Laigin.
str_lost_tavern_duel_ordinary|Vous vous écroulez par terre, sonné par le dernier coup de l'ivrogne. Sa colère semble se dissiper aussitôt. Il s'écroule sur une chaise et reste à vous regarder, marmonant quelque chose dans sa barbe, comme s'il regrettait de vous avoir attaqué. D'autres client le forcent à se relever et le jettent dehors. L'un d'entre eux vous aide à vous remettre sur pied.
; str_lost_tavern_duel_assassin|You slump to the floor, stunned by your attacker's last blow. Slowly and deliberately, he kneels down by your side, pulling a long knife from under his clothes. But before he can finish you off, the tavern keeper, who seems to have regained his courage, comes up from behind and gives your attacker a clout behind the head. He loses his balance, and then, seeing that his chance to kill you has been lost, makes a dash for the door. He gets away. Meanwhile, the other tavern patrons bind your wounds and haul you to a back room to rest and recover.
; str_lost_startup_hideout_attack|You recover consciousness a short while later and see that the kidnappers are celebrating their victory with a cask of mead. They have forgotten to take a few elementary precautions -- like binding your hands and feet. You manage to slip away. Based on the boisterous sounds coming from the hideout, you suspect that you may yet have some time to gather a few more followers and launch another attack.
; str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|As you no longer rule an independent realm, you can no longer maintain a court
str_rents_from_s0|Revenus {s0} :
str_tariffs_from_s0|Montants {s0} :
str_general_quarrel| Nous avons eu nombre de différends ces dernières années, et plus d'une fois, le sang a coulé.
; str_the_steppes|the plain
; str_the_deserts|the mountains
; str_the_tundra|the deep forest
str_the_forests|forêts
str_the_highlands|hautes-plaines
str_the_coast|côte
str_my_lady_not_sufficient_chemistry|Mademoiselle, il y a d'autres jeunes femmes qui ont capturé mon coeur.
str_my_lady_engaged_to_another|Il me semble, mademoiselle, que vous êtes déjà engagée envers un autre.
str_attempting_to_rejoin_party|en train de rejoindre l'armée,
str_separated_from_party|séparé de l'armée,
str_whereabouts_unknown|localisation inconnue.
str_leading_party|dirigeant un groupe
; str_court_disbanded|As you no longer rule an independent realm, your court has been disbanded
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| Je n'accompagne pas le maréchal, car je pense que notre souverain va prochainement en nommer un autre à ce poste.
str_persuasion_opportunity|Possibilité de persuasion.^Relations nécessaires pour réussir à coup sûr : {reg4}^Valeur courante : {reg5}^Chances de succès : {reg7}^Chances d'échec {reg9} points de relation : {reg8}
str_marshal_warning|vous ne suivez pas {s1}. Cependant vous ne subirez aucune pénalité.
str_follow_army_quest_brief_2|Votre mission est terminée. Vous pouvez continuer à suivre l'armée de {s9}.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| Je suis heureux de vous voir, j'espère que vous avez réussi à vous faire un nom.
; str_minister_advice_select_fief| Might I suggest that you select {s4}, as the vassals have been speculating about how you might assign it?
; str_minister_advice_select_fief_wait| Might I suggest that you wait until after you have appointed a marshal, as that will give time to the vassals to decide whom they wish to support?
str_minister_advice_fief_leading_vassal| {s4}, de toute façon, a déjà reçu le soutien de {reg4} de vos vassaux.
str_unassigned_center| (non attribué)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43} Aussi, comme vous êtes le souverain de votre royaume, vous devriez savoir que cette attaque constitue une déclaration de guerre.
str_missing_after_battle|Disparu après la bataille
; str_retrieve_garrison_warning|^(Troops might not be retrievable if this fortress is awarded to someone else)
; str_s12s15_declared_war_to_control_calradia|{s12}{s15} may attack {s16} without pretext, as a bid to extend control over all of these lands.
str_offer_gift_description| améliorer la situation en offrant un cadeau.
str_resolve_dispute_description| améliorer la situation en réglant un différend.
str_feast_wedding_opportunity| Si votre fiancée et sa famille sont présent, c'est pour vous une bonne opportunité de célébrer le mariage.
; str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}. The {s8} declared war with very little pretext, as part of a bid to conquer all of these lands.
; str_master_vinter|Master vintner
str_s54_has_left_the_realm|{s54} a quitté le royaume.
str_enterprise_s5_at_s0|Revenu net {s5} à {s0}
str_bread_site|moulin
str_ale_site|brasserie
; str_tar_kiln|tar kiln
; str_wine_cellar|cellar with wine imported from Frankia
str_tool_site|ferronnerie
str_leather_site|tannerie
str_linen_site|atelier de tissage de lin
str_wool_cloth_site|atelier de tissage de laine
; str_velvet_site|dye works
str_under_sequestration|Sous séquestre
; str_describe_secondary_input| In addition, you will also need to purchase {s11} worth {reg10} peningas.
str_profit|profit
str_loss|déficit
str_server_name_s0|Nom du serveur : {s0}
str_map_name_s0|Nom de la carte : {s0}
str_game_type_s0|Type de jeu : {s0}
str_remaining_time_s0reg0_s1reg1|Temps écoulé : {s0}{reg0} : {s1}{reg1}
; str_you_are_a_lord_lady_of_s8_s9|{reg59?Lady:Lord} of the {s8}.^{s9}
; str_you_are_king_queen_of_s8_s9|Kingdom: {s8}.^{s9}
; str_you_are_a_lord_lady_of_s18_s19|{reg59?Lady:Lord} of the {s18}.^{s19}
; str_you_are_king_queen_of_s18_s19|Kingdom: {s18}.^{s19}
str_for_s4| pour {s4}
str_cancel_fiancee_quest| Aussi, s'il vous plaît, vous devez tenir compte des autres sujets dont je vous avais parlé pour que tout soit mené à bien. Il ne serait pas convenable pour moi de vous dicter vos devoirs.
str_a_duel_request_is_sent_to_s0|Une proposition de duel est envoyée à {s0}.
str_s0_offers_a_duel_with_you|{s0} vous propose un duel.
str_your_duel_with_s0_is_cancelled|Votre duel avec {s0} est annulé.
str_a_duel_between_you_and_s0_will_start_in_3_seconds|Un duel entre {s0} et vous commencera dans 3 secondes !
str_you_have_lost_a_duel|Vous avez perdu un duel.
str_you_have_won_a_duel|Vous avez gagné un duel.
str_server_s0|[!] : {s0}
str_disallow_ranged_weapons|Refuser les armes à distance
str_ranged_weapons_are_disallowed|Les armes à distance sont interdites.
str_ranged_weapons_are_allowed|Les armes à distance sont autorisées.
str_duel_starts_in_reg0_seconds|Le duel commencera dans {reg0} secondes...
; str_circunvalation_none|>>There is no blockade. Men and supplies can enter and exit practically at will.^^
; str_water_poison_im|Your men could throw dead rats in the wells and other water sources. That would make the population and the garrison sick.
; str_cattle_kill_im|Your men could kill the cattle they have here and in nearby villages. That would drastically reduce their food reserves.^^Moreover, this would damage the prestige and income of the lord of this place.
; str_people_morale_im|Your men could spread rumors, leave the dead bodies of some locals at night in the square, and sow dissension among the defenders. This could also bring some men from their garrison to us.
; str_food_burn_im|Your men could burn their granaries. This would cause devastation in their food stocks.
; str_give_order|So Order
; str_no_money|You don't have enough money!
; str_hold|Drop the anchor and hold here!
; str_skirmish|Skirmish with the enemy!
; str_board|Close in and board the enemy ship!
; str_numberofships|{reg60}
; str_retreat_in_face_of_enemy|You disengage to find a better position to engage the enemy.^Your soldiers grumble.^Some even mutter about your apparent lack of courage when they think you can't hear them.
; str_retreat_from_fortress|You order your troops to disengage.^Everyone moves out of bow shot of the fortress walls, and the enemy destroys the siege ladders.^Your troops are upset by this; after all the effort it took to get into position and prepare the attack, they are unhappy about leaving the fortress in the enemy's hands.
; str_retreat_not_dead|You order your forces to disengage, judging the tactical situation to be hopeless.^Your force has lost this battle; your troops grumble loudly about your lack of nerve, and some openly question your leadership, which requires you to take action to restore discipline in your ranks.
; str_s7_scouts|Pictish Scouts
str_s7_foragers|Ravitailleurs
; str_s7_northern_picts|Northern Pictish Raiding Party
; str_raise_relation_with_village_tavern_built|Villagers of {s1} are happy! The building of the mead hall increased their loyalty.
; str_the_sun_rises|The sun rises.
; str_the_sun_sets|The sun sets.
; str_it_is_noon|It is noon.
; str_it_is_midnight|It is midnight.
; str_iniau_the_banished|A man known to the name of Iniau has insulted king Rhoedd. He used to be a member of Rhoedd's teulu, and he is a skilled fighter. Rhoedd wants you to find out Iniau and slay him. As a proof, you must bring back his horn to Rhoedd. Iniau has taken refuge in the land of Llan Heledd.
; str_busse|Busse
; str_skeid|Skeid
; str_karvi|Karvi
; str_snekkja|Snekkja
; str_knorr|Knorr
; str_byrding|Byrding
; str_ship_wood_1|Oak
; str_ship_wood_2|Pine
; str_ship_wood_3|Ash
; str_ship_name_1|Tranann
; str_ship_name_2|Ormurin Skamma
; str_ship_name_3|Ormurin Langi
; str_ship_name_4|Visundur
; str_ship_name_5|Ognabrandur
; str_ship_name_6|Olavssud
; str_ship_name_7|Langfredag
; str_ship_name_8|Kross-Sud
; str_ship_name_9|Mariusud
; str_ship_name_10|Kristsud
; str_ship_name_11|Barden
; str_ship_name_12|Barufakr
; str_ship_name_13|Ormen
; str_ship_name_14|Bokesuden
; str_ship_name_15|Reinen
; str_ship_name_16|Unnblakkr
; str_ship_name_17|Seglhundr
; str_ship_name_18|Bortlvalr
