str_yes|Да.
; str_tutorial_doccinga_ground_intro_message|Doccinga is a small fishing village on the coast of Friese. People here are hard working and still very prosperous, although foreigners no longer come as they did before the death of the old sorcerer. When you go into the village, you see a lot of activity around you. Apart from the busy villagers, some warriors swarm among the people, exercising the arts of war, perhaps preparing for an adventure beyond the sea. Maybe you can ask the warriors for practice in the various aspects of combat... (Remember: ASDW keys to move around. To talk to a character, approach him until his name appears on your screen and then press the F key. You can also use the F key to pick up items, open doors and interact with objects. Press the Tab key to exit Doccinga.)
str_map_basic|Карта
str_game_type_basic|Тип игры
str_battle|Захват
str_siege_offense|Осада (нападение)
str_siege_defense|Осада (оборона)
str_character|Персонаж
str_biography|Происхождение
str_player|Игрок
str_enemy|Враг
; str_faction|Culture
str_army_composition|Состав армии
str_army_size|Размер армии
str_reg0_men|{reg0} человек
str_start|Начало
str_i_need_to_raise_some_men_before_attempting_anything_else|Чтобы делать что-то еще, мне нужно собрать больше людей
str_we_are_currently_at_peace|Сейчас между нами мир.
str_the_marshalship|главнокомандующий
str_you|вы
str_myself|я
str_my_friend_s15|моего друга {s15}
str_custom_battle|Настройки боя
; str_comment_intro_liege_affiliated_to_player|I am told that you would dispute my claim to the crown. Needless to say, I am not pleased by this news. However, we may still talk.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} {s8} объявляет войну из личной вражды.
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} {s8} объявляет войну в ответ на провокации на границе.
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} {s8} объявляет войну, чтобы ослабить другое королевство.
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} {s8} объявляет войну, чтобы вернуть утраченную территорию.
str_we_are_conducting_recce|Сначала мы разведаем местность, а затем решим, что делать.
str_center_party_not_active|не наша цель, потому что у нас нет предводителя, который взял поле.
str_center_is_friendly|не наш враг.
str_center_is_already_besieged|уже под осадой.
; str_center_is_looted_or_raided_already|has already been laid waste.
str_center_marshal_does_not_want_to_attack_innocents|- место обитания простолюдинов. Именно они больше всех пострадают от разорения земли.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|уже под осадой, так что было бы ошибкой переходить в другое место.
str_center_we_are_already_here_we_should_at_least_loot_the_village|уже близко, мы должны взять, что сможем унести, и уничтожить остальное.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|НЕ ИСПОЛЬЗУЕТСЯ
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|- это слишком далеко даже для разведки.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|- это слишком далеко даже для разведки.
str_center_far_away_reason|{s6} дальше, чем {s5}, от нашего центра, поэтому удержать его будет довольно сложно.
str_center_closer_but_this_is_not_enought|{s6} ближе, чем {s5}, к нашим границам, но некоторые другие причины удерживают нас от атаки на {s6}.
str_center_protected_by_enemy_army_aggressive|- это место защищают вражеские войска, которые, как мы полагаем, сильнее наших.
str_center_protected_by_enemy_army_cautious|- это место защищает вражеская армия, которая, как мы полагаем, слишком сильна.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|- осада этого места была бы слишком расточительным и рискованным занятием.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|- это место слишком хорошо защищено.
; str_center_value_outweighed_by_difficulty_of_capture|is not of sufficient value to justify the difficulty of attacking it.
; str_center_value_justifies_the_difficulty_of_capture|can be taken, and it is of sufficient value to justify an attack.
str_center_is_indefensible|- это место слишком далеко от других наших крепостей, и его будет нелегко оборонять.
str_we_are_waiting_for_selection_of_marshal|Мы ожидаем выборов главнокомандующего
str_best_to_attack_the_enemy_lands|Учитывая численность наших войск, наилучшая стратегия - это нападение на земли врага.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|Мы полагаем, крепость стоит возможных усилий по ее захвату.
str_we_will_gather_to_defend_the_beleaguered_fortress|Мы соберем войска для защиты осажденной крепости.
