str_yes|Tak.
; str_lord_indicted_dialog_approach|Greetings, {reg59?my lady:my lord}. You may have heard of my ill treatment at the hands of {s10}. You have a reputation as one who treats {reg59?her:his} vassals well, and if you will have me, I would be honored to pledge myself as your vassal.
; str_lord_indicted_dialog_approach_yes|And I would be honored to accept your pledge.
; str_lord_indicted_dialog_approach_no|I'm sorry. Your service is not required.
; str_lord_indicted_dialog_rejected|Indeed? Well, perhaps your reputation is misleading. Good day, {reg59?my lady:my lord} -- I go to see if another ruler in these lands is more appreciative of my talents.
; str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| has been worried about bandits establishing a hideout in his area.
; str_bandit_lair_quest_description|Find and destroy the {s9} and report back to {s11}.
; str_reveal_ass|Someone attempted to murder you. You can try to find out who wanted you dead by meeting the killers' contact in {s3}.
; str_reveal_ass2|The contact has given away the lord who ordered the assassination - it is {s9}. It's time to confront the lord directly.
; str_bandit_hideout_preattack|You approach the hideout. The {s4} don't appear to have spotted you yet, and you could still sneak away unnoticed. The difficult approach to the site -- {s5} -- means that only a handful of troops in your party will be able to join the attack, and they will be unable to bring their horses. If your initial attack fails, the {s4} will easily be able to make their escape and disperse. Do you wish to attack the hideout, or wait for another occasion?
; str_bandit_hideout_failure|The {s4} beat back your attack. You regroup, and advance again to find that they have dispersed and vanished into the surrounding countryside, where no doubt they will continue to threaten travellers.
; str_bandit_hideout_success|With their retreat cut off, the {s4} fall one by one to your determined attack. Their hideout, and their ill-gotten gains, is now yours.
; str_bandit_approach_defile|down a narrow defile
; str_bandit_approach_swamp|through a pine swamp
; str_bandit_approach_thickets|through a series of dense thickets
; str_bandit_approach_cliffs|up a path along the side of a cliff
; str_bandit_approach_cove|down a stream bed cutting through the sea-cliffs
; str_political_explanation_lord_lacks_center|In this case, the fief should go to a lord who has no land and no income.
; str_political_explanation_lord_took_center|In this case, the fortress should go to the one who captured it.
; str_political_explanation_most_deserving_friend|In this case, I looked to my close friends and companions, and decided to give the fief to the most deserving.
; str_political_explanation_most_deserving_in_faction|In this case, I looked to all the lords of the realm, and decided to give the fief to the most deserving.
; str_political_explanation_self|In the absence of any other clear candidate, I nominate myself.
; str_political_explanation_marshal|I chose the most valiant of our nobles, whom I trust, and whose name is not currently tainted by controversy.
; str_prisoner_at_large|large, after the captors were defeated in battle. I expect your friend will resurface shortly.
; str_quick_battle_scene_1|Farmhouse
; str_quick_battle_scene_2|Welsh Village
; str_quick_battle_scene_3|Tulbuk's Pass
; str_quick_battle_scene_4|Tom Tun Burh
; str_quick_battle_scene_5|Skagerrak
; str_quick_battle_scene_6|The North Sea
; str_quick_battle_scene_7|Kennemer Port
; str_quick_battle_scene_8|Battle Scene 6
; str_quick_battle_scene_9|Battle Scene 7
; str_quick_battle_scene_10|Battle Scene 8
; str_quick_battle_scene_11|Battle Scene 9
; str_quick_battle_troop_1|Bodo, servitor to the kings of Asturias, is on a secret mission to the lands of the north.
; str_quick_battle_troop_2|Sven, hersir in the service of Sigurd Snake-in-the-Eye, rides in the prow of his master's ship. He has a well deserved reputation for ruthlessness and cruelty, running slaves and demanding protection money from Friese to Alba.
; str_quick_battle_troop_3|Cerball mac Dunlainge, head of one of the larger petty kingdoms in Ireland, has won independence from Munster through capable arms and even more capable playing of the various Goidelic (Irish) and Viking factions against one another. Now that he possesses riches and mercenaries from the Viking settlement at Waterford, will he become overlord of Ireland?
; str_quick_battle_troop_4|Artorius, a champion of Rhodri Mawr, helps his master to attempt once again to unify the factious Britons of Wales. It is not a project of expansion but survival against their ancient enemies, the Angles and Saxons, and now the new threat of Vikings.
; str_quick_battle_troop_5|Cinead is named after the chieftain who unified Alba after the old rival dynasties of the Picts and Dal Riata were virtually destroyed by Vikings in a three-way battle in 839. He is one of the few who retain the ancient tradition of horsemanship in these parts, fast disappearing as the Vikings displace his people from the low-lying areas to the southwest.
; str_quick_battle_troop_6|Oswald is a thegn in the Saxon levy, commanding a large group of ceorls who rent his lands. While the glory goes to the kings, it is the solid officers like him that actually protect West Seaxe.
; str_quick_battle_troop_7|Hildr comes from a persistent tradition among Germanic peoples of women fighters, called skjaldmo, or shield maidens, by the Danes. Her comrades accept her none too grudgingly, as it is whispered she has harnessed the power of runes from wizards in far-off Finland.
; str_quick_battle_troop_cam|Watch the AI play the battle out. The camera uses the standard movement and rotation controls, plus F for up and V for down, +/- for zoom, Q to toggle follow terrain, numpad for game speed, mouse wheel for camera speed, arrow key rotation, Y to toggle invert y-axis, and R to toggle rotate-before-pan.
; str_strategy_cam|This camera follows the player. One may increase distance with the F key and reduce it with the V key. +/- for zoom, numpad for game speed (when cheats are enabled), and mouse wheel for camera speed.
; str_tutorial_training_ground_intro_message|Walk around the training field and speak with the fighters to practice various aspects of combat. You can use ASDW keys to move around. To talk to a character, approach him until his name appears on your screen and then press the F key. You can also use the F key to pick up items, open doors and interact with objects. Press the Tab key to exit the tutorial any time you like.
; str_tutorial_doccinga_ground_intro_message|Doccinga is a small fishing village on the coast of Friese. People here are hard working and still very prosperous, although foreigners no longer come as they did before the death of the old sorcerer. When you go into the village, you see a lot of activity around you. Apart from the busy villagers, some warriors swarm among the people, exercising the arts of war, perhaps preparing for an adventure beyond the sea. Maybe you can ask the warriors for practice in the various aspects of combat... (Remember: ASDW keys to move around. To talk to a character, approach him until his name appears on your screen and then press the F key. You can also use the F key to pick up items, open doors and interact with objects. Press the Tab key to exit Doccinga.)
str_map_basic|Mapa
str_game_type_basic|Tryb gry
str_battle|Bitwa
; str_siege_offense|Siege (Offense)
; str_siege_defense|Siege (Defense)
; str_character|Character
; str_biography|Background
; str_player|Player
str_enemy|Wróg
; str_faction|Culture
; str_army_composition|Army Composition
str_army_size|Wielkość Armii
; str_reg0_men|{reg0} men
; str_start|Start
; str_i_need_to_raise_some_men_before_attempting_anything_else|I need to raise some men before attempting anything else
; str_we_are_currently_at_peace|We are currently at peace.
; str_the_marshalship|the marshalship
; str_you|you
; str_myself|myself
; str_my_friend_s15|my friend {s15}
; str_custom_battle|Custom Battle
; str_comment_intro_liege_affiliated_to_player|I am told that you would dispute my claim to the crown. Needless to say, I am not pleased by this news. However, we may still talk.
; str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} The {s8} declared war out of personal enmity
; str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} The {s8} declared war in response to border provocations
; str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} The {s8} declared war to curb the other realm's power
; str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} The {s8} declared war to regain lost territory
; str_we_are_conducting_recce|We will first scout the area, and then decide what to do.
; str_center_party_not_active|is not our target, because we don't have a leader who has taken the field.
; str_center_is_friendly|is not our enemy.
; str_center_is_already_besieged|is already under siege.
; str_center_is_looted_or_raided_already|has already been laid waste.
; str_center_marshal_does_not_want_to_attack_innocents|is inhabited by common folk, who would suffer the most if the land is laid waste.
; str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|is already under siege, so it would be a mistake to move elsewhere.
; str_center_we_are_already_here_we_should_at_least_loot_the_village|is close at hand, we should take hold of its wealth and lay waste to the rest.
; str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
; str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|is too far away, even to reconnoiter.
; str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|is too far away, even to reconnoiter.
; str_center_far_away_reason|{s6} is further than {s5} to our centers, therefore it will be harder for us to protect after taking it.
; str_center_closer_but_this_is_not_enought|{s6} is closer than {s5} to our borders, but because of other reasons we are not attacking {s6} for now.
; str_center_protected_by_enemy_army_aggressive|is protected by enemy forces, which we believe to be substantially stronger than our own.
; str_center_protected_by_enemy_army_cautious|is protected by an enemy army, which we believe to be too strong to engage with confidence of victory.
; str_center_cautious_marshal_believes_center_too_difficult_to_capture|would require a bloody and risky siege.
; str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|is too heavily defended to capture.
; str_center_value_outweighed_by_difficulty_of_capture|is not of sufficient value to justify the difficulty of attacking it.
; str_center_value_justifies_the_difficulty_of_capture|can be taken, and it is of sufficient value to justify an attack.
; str_center_is_indefensible|is too far away from our other fortresses to be defended.
; str_we_are_waiting_for_selection_of_marshal|We are waiting for the selection of a marshal
; str_best_to_attack_the_enemy_lands|Given the size of our forces, we believe the best approach is to attack the enemy's lands.
; str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|We believe the fortress will be worth the effort to take it.
; str_we_will_gather_to_defend_the_beleaguered_fortress|We will gather to defend the beleaguered fortress
