str_yes|Si.
str_because_s44_is_the_rightful_s47_of_the_s46|Perché {s44} è il legittimo {s47} del {s46}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|Voi parlate di rivendicazioni e legalità, ma agli altri a dite di voler portare pace con la forza.
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|Voi dite di voler portar pace con la forza, ma con altri organizzate legali rivendicazioni al trono.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|Ad alcuni parlate di difesa dei diritti comuni, ma ad altri parlate di difesa dei diritti dei nobili. E se questi diritti fossero in conflitto?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|Mi parlate di difesa dei miei diritti in quanto lord, ma agli altri parlate di difesa dei diritti comuni. E se questi diritti andassero in conflitto?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|Un pretendente dovrebbe essere abbastanza forte prima d'iniziare a parlare di questo.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|Un Re dovrebbe provare che il suo valore non può essere messo in dubbio prima di cominciare a parlare di rivendicazioni al trono.
; str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|You must prove yourself to be a great warrior before men will follow you as king.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|Un pretendente al trono dovrebbe essere abbastanza forte prima che qualcuno lo obblighi ad esserlo.
; str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|Indeed, but you must also prove yourself a great warrior before men will follow you as king.
; str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|My swineherd can declare himself king, if he takes he fancy. I think you need to break a few more heads on the battlefield before men will follow you.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|Se non volete morire su una forca, come tanti pretendenti mancati prima di voi, vi suggerirei di costruire la vostra rivendicazione su fondamenta più forti, cosicché gli uomini vi seguano.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|Se non volete morire su una forca, come tanti pretendenti mancati prima di voi, vi suggerirei di farvi conoscere in battaglia, cosicché gli uomini vi seguano.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|Le parole sono per araldi e avvocati. I veri Re si mettono alla prova con la propria spada.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|Se fossi in voi, proverei a mettermi alla prova ancora un po' in battaglia prima di svelare la vostra rivendicazione.
str_indeed_please_continue|Infatti. Prego, continuate.
str_me|me
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|Sono preoccupato di coloro che avete scelto quali alleati.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|Ci sono alcune questioni in sospeso tra me e alcuni dei vostri vassalli. 
; str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|My liege has his faults, but I don't care for your toadies.
; str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|I think you're a good {reg59?woman:man}, but I'm worried that you might be pushed in the wrong direction by some of those around you.
; str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|I am loathe to fight alongside you, so long as you take under your wing varlets and base men.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|Sarò onesto... Vedendo chi sono alcuni di quelli che vi seguono, penso che sarebbe più facile combattere contro di voi che con voi.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|Io penso che si possa giudicare un uomo dalla sua Compagnia, e voi vi siete circondato di vipere e avvoltoi.
; str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|You know that I have always had a problem with some of your companions.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|Politicamente, sarei in una posizione migliore alla corte del mio attuale sovrano, che nella vostra.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|Mi trovo meglio con voi e i vostri compagni che con il mio sovrano attuale
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|Militarmente, non siete nella posizione di proteggermi, se io venissi attaccatto. Sono restio ad unirmi a voi finché la situazione resta questa.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|Militarmente, quando prendo in considerazione la posizione del territorio, mi rendo conto che impegnare me stesso con voi ora metterebbe in pericolo i miei servitori fedeli e la mia famiglia.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|Militarmente, non siete nella posizione di venire ad aiutarmi, se qualcuno mi attacca.  Non disdegno un bel combattimento, ma mi piace avere una possibilità di vittoria.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|Militarmente, vorreste che mi unissi a voi, solo per ritrovarmi isolato in mezzo a un mare di nemici?
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|Militarmente, non siete nella posizione di venire in mio aiuto, se qualcuno mi attacca. Fareste in modo che io venga battuto come un cane, scommetto.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|Militarmente, non sarei più al sicuro se mi unissi a voi.
str_militarily_i_might_be_safer_if_i_joined_you|Militarmente, sarei più al sicuro se mi unissi a voi.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|Infine, ognuno dovrebbe sempre pensare con prudenza riguardo al ritirare la propria promessa di fedeltà a qualcuno, anche se c'è una buona ragione, perché non è bene essere etichettati come uno che cambia facilmente feudatario. In questo caso, il danno alla mia reputazione sarebbe altissimo.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|Infine, ognuno dovrebbe sempre pensare con prudenza riguardo al ritirare la propria promessa di fedeltà a qualcuno, anche se c'è una buona ragione, perché non è bene farsi la nomea di uno che cambia facilmente feudatario. In questo caso, il danno alla mia reputazione sarebbe significativo.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|Infine, ognuno dovrebbe sempre pensare con prudenza riguardo al ritirare la propria promessa di fedeltà a qualcuno, anche se c'è una buona ragione, perché non è bene avere il nome di uno che cambia facilmente feudatario. In questo caso, in molti capirebbero.
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|Non voglio essere considerato come un traditore. Questa è la mia decisione finale. Non ho nient'altro da dire riguardo a quest'argomento.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|Io sono impegnato a difendere {s14}. Mi dispiace. Anche se potremo incontrarci sul campo di battaglia, spero che saremo ancora amici.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|Non posso davvero tradire il vassallaggio a {s14}. Mi dispiace. Per favore non parliamone più.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|Comunque, ho deciso che devo rimanere fedele a {s14}. Mi dispiace.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|Comunque, non vi permetterò di condurmi al tradimento. Non parlatemene più.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|Non è bello avere la reputazione di uno che abbandona il suo signore. Questa è la mia decisione. Non parliamo più di questo argomento.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|Ho deciso di rimanere con {s14}. Non voglio più parlare di questo argomento.
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|Mi avete sfidato a duello? Che buffone! Come volete, {playername}, sarà un bell'esercizio spaccarvi la testa!
str_call_me_coward_very_well_you_leave_me_no_choice|Mi chiamate codardo? D'accordo, non mi lasciate scelta.
str_reg3_hours|{reg3} ore.
str_hour|ora.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|Tuttavia, le circostanze sono cambiate da quando abbiamo preso questa decisione, e a breve potrei cambiare opinione, {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|Desidero sposare vostra {s11}, {s10}. Chiedo la vostra benedizione.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|Desidero sposare vostra {s11}, {s10}. Chiedo il vostro aiuto.
; str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|You plan to marry {s3} at a feast hosted by {s4} in {s5}. You should be notified of the feast as soon as it is held.
str_your_s11_|tuo {s11}, 
str_i_ask_again_may|Ve lo chiedo di nuovo: posso
str_may|Posso
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|Molto bene. Per quanto mi concerne, ritengo che lei possa incontrare chiunque le piace, entro limiti ragionevoli ovviamente.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|Molto bene. Un'alleanza con voi potrebbe essere preziosa. Andate a chiacchierare con lei, e vedete se riuscite a farle prendere una cotta per voi. Se non s'innamora, e se vogliamo ancora concludere questo affare, allora ritengo di poterla far ragionare.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|Avete il mio permesso d'incontrarla per corteggiarla, a condizione che le vostre intenzioni siano onorevoli, naturalmente. A seconda di come le cose procedono tra voi due, potremo discutere di qualcosa in più, in un secondo momento.
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|La guerra è appena iniziata, e quindi è troppo presto per dire chi sta vincendo e chi sta perdendo.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|Li abbiamo davvero colpiti molto forte, e gli abbiamo dato poche possibilità di recupero.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|La battaglia è stata dura, ma abbiamo definitivamente avuto la meglio su di loro.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|Ci hanno colpito molto duramente, causandoci grandi sofferenze.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|La battaglia è stata dura, e temo che abbiamo avuto la peggio.
str_both_sides_have_suffered_in_the_fighting|Entrambe le parti hanno subito perdite nei combattimenti.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|Nessun chiaro vincitore è ancora emerso dai combattimenti, ma penso che noi avremo la meglio su di loro.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|Nessun chiaro vincitore è ancora emerso dai combattimenti, ma ho paura che loro possano avere la meglio su di noi.
str_no_clear_winner_has_yet_emerged_in_the_fighting|Nessun chiaro vincitore è ancora emerso dai combattimenti,
str_there_is_no_campaign_currently_in_progress|Al momento non ci sono campagne in corso.
str_we_are_assembling_the_army|Stiamo raggruppando l'esercito.
str_we_aim_to_take_the_fortress_of_s8|Il nostro obiettivo è di catturare la fortezza di {s8}.
str_we_are_on_a_raid_and_are_now_targeting_s8|Stiamo compiendo una scorreria, e ora stiamo puntando su {s8}.
str_we_are_trying_to_seek_out_and_defeat_s8|Stiamo cercando di trovare e sconfiggere {s8}.
str_we_are_riding_to_the_defense_of_s8|Stiamo cavalcando alla difesa di {s8}.
str_we_are_gathering_for_a_feast_at_s8|Ci stiamo riunendo per una festa a {s8}.
str__however_that_may_change_shortly_s14| Comunque, la situazione potrebbe cambiare presto. {s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|È nostra abitudine siglare alleanze del genere con matrimoni, e infatti, stavamo cercando uno sposo adatto per mia {s11}, {s14}.
str_once_again_|di nuovo
str_cheat__marriage_proposal|Trucco: proposta di matrimonio
; str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|You plan to marry {s4}. As you have no family in these lands, he will organize the wedding feast.^^You will have to wait for a feast to start, and then meet your betrothed inside that town or fort hall. After 30 days, you can also ask your betrothed to go to a nearby center.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} Solo perché lo sappiate, se mi attaccate, violerete la tregua che voi stesso avete firmato con il {s34}.
